transaction_id,date,posting_time,day_of_week,department,vendor,category,amount,approval_limit,approver,invoice_number,flag_reason,leading_digit,root_cause_category
TXN-005119,2025-07-21,15:32,Monday,Marketing,Vendor_026,Equipment,15000.0,25000,Approver_05,INV-103306,Round-number amount,,Statistical Outlier
TXN-005478,2025-07-22,12:37,Tuesday,Finance,Vendor_052,Supplies,15000.0,60000,Approver_14,INV-103339,Round-number amount,,Statistical Outlier
TXN-001954,2025-07-28,12:25,Monday,Marketing,Vendor_011,Utilities,5000.0,25000,Approver_06,INV-103430,Round-number amount,,Statistical Outlier
TXN-005547,2025-07-29,11:50,Tuesday,Marketing,Vendor_057,Utilities,10000.0,25000,Approver_06,INV-103450,Round-number amount,,Statistical Outlier
TXN-004107,2025-07-31,14:19,Thursday,Operations,Vendor_039,Misc,10000.0,30000,Approver_15,INV-103483,Round-number amount,,Statistical Outlier
TXN-004147,2025-07-31,12:35,Thursday,Finance,Vendor_030,Supplies,15000.0,60000,Approver_15,INV-103485,Round-number amount,,Statistical Outlier
TXN-000245,2025-07-31,16:33,Thursday,Procurement,Vendor_060,Travel,20000.0,50000,Approver_06,INV-103493,Round-number amount,,Statistical Outlier
TXN-005347,2025-08-01,09:29,Friday,Marketing,Vendor_038,Equipment,5000.0,25000,Approver_01,INV-103514,Round-number amount,,Statistical Outlier
TXN-004502,2025-08-05,16:37,Tuesday,Procurement,Vendor_028,Travel,2500.0,50000,Approver_07,INV-103570,Round-number amount,,Statistical Outlier
TXN-003635,2025-08-05,15:38,Tuesday,HR,Vendor_017,Utilities,10000.0,15000,Approver_13,INV-103572,Round-number amount,,Statistical Outlier
TXN-000629,2025-08-06,15:44,Wednesday,Marketing,Vendor_016,Travel,10000.0,25000,Approver_14,INV-103598,Round-number amount,,Statistical Outlier
TXN-001433,2025-08-08,10:56,Friday,Marketing,Vendor_043,Supplies,15000.0,25000,Approver_02,INV-103634,Round-number amount,,Statistical Outlier
TXN-004883,2025-08-08,16:14,Friday,Procurement,Vendor_018,Software,20000.0,50000,Approver_15,INV-103641,Round-number amount,,Statistical Outlier
TXN-001850,2025-08-13,16:40,Wednesday,Finance,Vendor_059,Supplies,1000.0,60000,Approver_12,INV-103710,Round-number amount,,Statistical Outlier
TXN-000384,2025-08-18,09:07,Monday,HR,Vendor_031,Consulting,5000.0,15000,Approver_04,INV-103779,Round-number amount,,Statistical Outlier
TXN-001553,2025-08-18,11:49,Monday,IT,Vendor_033,Misc,5000.0,40000,Approver_10,INV-103782,Round-number amount,,Statistical Outlier
TXN-001248,2025-08-18,15:14,Monday,Sales,Vendor_027,Travel,10000.0,20000,Approver_07,INV-103784,Round-number amount,,Statistical Outlier
TXN-005829,2025-08-18,16:24,Monday,Operations,Vendor_048,Supplies,7500.0,30000,Approver_06,INV-103796,Round-number amount,,Statistical Outlier
TXN-001858,2025-08-18,12:54,Monday,Operations,Vendor_024,Supplies,2500.0,30000,Approver_01,INV-103799,Round-number amount,,Statistical Outlier
TXN-002389,2025-08-20,12:51,Wednesday,Marketing,Vendor_011,Software,5000.0,25000,Approver_02,INV-103829,Round-number amount,,Statistical Outlier
TXN-001829,2025-08-21,15:01,Thursday,HR,Vendor_007,Supplies,1000.0,15000,Approver_14,INV-103858,Round-number amount,,Statistical Outlier
TXN-004000,2025-08-22,10:56,Friday,Procurement,Vendor_043,Equipment,1000.0,50000,Approver_04,INV-103878,Round-number amount,,Statistical Outlier
TXN-002640,2025-08-25,16:49,Monday,Marketing,Vendor_013,Travel,20000.0,25000,Approver_11,INV-103897,Round-number amount,,Statistical Outlier
TXN-005680,2025-08-25,09:10,Monday,HR,Vendor_040,Travel,2500.0,15000,Approver_03,INV-103900,Round-number amount,,Statistical Outlier
TXN-004307,2025-08-25,13:13,Monday,Operations,Vendor_049,Misc,20000.0,30000,Approver_08,INV-103907,Round-number amount,,Statistical Outlier
TXN-003919,2025-08-25,18:31,Monday,Operations,Vendor_048,Utilities,2500.0,30000,Approver_10,INV-103916,Round-number amount,,Statistical Outlier
TXN-005122,2025-08-25,15:02,Monday,Marketing,Vendor_031,Utilities,1000.0,25000,Approver_07,INV-103919,Round-number amount,,Statistical Outlier
TXN-000413,2025-08-26,16:12,Tuesday,HR,Vendor_015,Travel,1000.0,15000,Approver_08,INV-103944,Round-number amount,,Statistical Outlier
TXN-000436,2025-08-27,11:39,Wednesday,HR,Vendor_045,Supplies,10000.0,15000,Approver_10,INV-103952,Round-number amount,,Statistical Outlier
TXN-005724,2025-08-27,15:53,Wednesday,Finance,Vendor_029,Equipment,10000.0,60000,Approver_03,INV-103958,Round-number amount,,Statistical Outlier
TXN-005287,2025-08-27,13:25,Wednesday,Finance,Vendor_024,Travel,5000.0,60000,Approver_04,INV-103969,Round-number amount,,Statistical Outlier
TXN-004936,2025-08-28,16:57,Thursday,Operations,Vendor_012,Supplies,10000.0,30000,Approver_12,INV-103982,Round-number amount,,Statistical Outlier
TXN-004752,2025-08-29,18:40,Friday,Operations,Vendor_004,Utilities,20000.0,30000,Approver_15,INV-103991,Round-number amount,,Statistical Outlier
TXN-002561,2025-08-29,11:27,Friday,Sales,Vendor_044,Equipment,10000.0,20000,Approver_06,INV-103992,Round-number amount,,Statistical Outlier
TXN-003753,2025-08-29,16:11,Friday,Procurement,Vendor_012,Equipment,15000.0,50000,Approver_14,INV-103996,Round-number amount,,Statistical Outlier
TXN-001176,2025-08-29,18:30,Friday,IT,Vendor_020,Equipment,20000.0,40000,Approver_09,INV-103998,Round-number amount,,Statistical Outlier
TXN-004561,2025-08-29,11:21,Friday,IT,Vendor_057,Software,7500.0,40000,Approver_14,INV-104003,Round-number amount,,Statistical Outlier
TXN-005659,2025-08-29,16:38,Friday,Operations,Vendor_042,Equipment,15000.0,30000,Approver_07,INV-104004,Round-number amount,,Statistical Outlier
TXN-001814,2025-08-29,12:07,Friday,Marketing,Vendor_006,Misc,1000.0,25000,Approver_02,INV-104007,Round-number amount,,Statistical Outlier
TXN-003966,2025-09-02,11:51,Tuesday,IT,Vendor_033,Supplies,10000.0,40000,Approver_15,INV-104050,Round-number amount,,Statistical Outlier
TXN-004570,2025-09-02,12:29,Tuesday,Procurement,Vendor_055,Software,20000.0,50000,Approver_15,INV-104052,Round-number amount,,Statistical Outlier
TXN-001113,2025-09-02,15:45,Tuesday,Marketing,Vendor_037,Equipment,20000.0,25000,Approver_13,INV-104065,Round-number amount,,Statistical Outlier
TXN-001482,2025-09-03,15:22,Wednesday,Procurement,Vendor_007,Utilities,20000.0,50000,Approver_13,INV-104084,Round-number amount,,Statistical Outlier
TXN-001349,2025-09-03,15:51,Wednesday,Operations,Vendor_033,Software,10000.0,30000,Approver_05,INV-104088,Round-number amount,,Statistical Outlier
TXN-001947,2025-09-04,10:35,Thursday,HR,Vendor_030,Misc,10000.0,15000,Approver_14,INV-104090,Round-number amount,,Statistical Outlier
TXN-002379,2025-09-09,10:16,Tuesday,HR,Vendor_020,Equipment,7500.0,15000,Approver_02,INV-104169,Round-number amount,,Statistical Outlier
TXN-004370,2025-09-11,08:43,Thursday,Finance,Vendor_046,Supplies,5000.0,60000,Approver_14,INV-104211,Round-number amount,,Statistical Outlier
TXN-000183,2025-09-15,12:34,Monday,Marketing,Vendor_013,Equipment,7500.0,25000,Approver_10,INV-104247,Round-number amount,,Statistical Outlier
TXN-004139,2025-09-17,11:33,Wednesday,Sales,Vendor_033,Supplies,2500.0,20000,Approver_05,INV-104322,Round-number amount,,Statistical Outlier
TXN-002132,2025-09-18,15:56,Thursday,Marketing,Vendor_049,Travel,15000.0,25000,Approver_09,INV-104327,Round-number amount,,Statistical Outlier
TXN-005597,2025-09-24,15:45,Wednesday,Finance,Vendor_019,Software,2500.0,60000,Approver_04,INV-104424,Round-number amount,,Statistical Outlier
TXN-001616,2025-09-24,15:18,Wednesday,Marketing,Vendor_034,Equipment,10000.0,25000,Approver_04,INV-104428,Round-number amount,,Statistical Outlier
TXN-003951,2025-09-24,15:03,Wednesday,Finance,Vendor_058,Travel,20000.0,60000,Approver_13,INV-104432,Round-number amount,,Statistical Outlier
TXN-000114,2025-09-25,11:25,Thursday,Finance,Vendor_021,Utilities,20000.0,60000,Approver_01,INV-104445,Round-number amount,,Statistical Outlier
TXN-000253,2025-09-25,14:45,Thursday,Finance,Vendor_033,Equipment,7500.0,60000,Approver_05,INV-104452,Round-number amount,,Statistical Outlier
TXN-004226,2025-09-26,15:37,Friday,Sales,Vendor_023,Misc,1000.0,20000,Approver_01,INV-104466,Round-number amount,,Statistical Outlier
TXN-004109,2025-09-30,09:48,Tuesday,IT,Vendor_035,Consulting,7500.0,40000,Approver_12,INV-104513,Round-number amount,,Statistical Outlier
TXN-000116,2025-09-30,15:23,Tuesday,Sales,Vendor_055,Misc,10000.0,20000,Approver_11,INV-104533,Round-number amount,,Statistical Outlier
TXN-001285,2025-10-01,08:57,Wednesday,Marketing,Vendor_002,Consulting,7500.0,25000,Approver_14,INV-104543,Round-number amount,,Statistical Outlier
TXN-001039,2025-10-02,12:53,Thursday,Finance,Vendor_048,Utilities,5000.0,60000,Approver_03,INV-104572,Round-number amount,,Statistical Outlier
TXN-005313,2025-10-03,11:30,Friday,IT,Vendor_026,Utilities,15000.0,40000,Approver_15,INV-104577,Round-number amount,,Statistical Outlier
TXN-005882,2025-10-03,15:22,Friday,HR,Vendor_033,Misc,10000.0,15000,Approver_08,INV-104583,Round-number amount,,Statistical Outlier
TXN-004397,2025-10-07,11:40,Tuesday,IT,Vendor_039,Software,7500.0,40000,Approver_02,INV-104620,Round-number amount,,Statistical Outlier
TXN-001093,2025-10-10,13:49,Friday,Operations,Vendor_003,Supplies,15000.0,30000,Approver_04,INV-104699,Round-number amount,,Statistical Outlier
TXN-004131,2025-10-13,10:48,Monday,IT,Vendor_029,Utilities,2500.0,40000,Approver_11,INV-104715,Round-number amount,,Statistical Outlier
TXN-004290,2025-10-13,10:09,Monday,IT,Vendor_013,Utilities,5000.0,40000,Approver_07,INV-104724,Round-number amount,,Statistical Outlier
TXN-004113,2025-10-14,08:22,Tuesday,Operations,Vendor_007,Utilities,20000.0,30000,Approver_07,INV-104740,Round-number amount,,Statistical Outlier
TXN-000996,2025-10-15,11:05,Wednesday,IT,Vendor_045,Misc,5000.0,40000,Approver_06,INV-104742,Round-number amount,,Statistical Outlier
TXN-002403,2025-10-15,09:10,Wednesday,Procurement,Vendor_014,Misc,10000.0,50000,Approver_04,INV-104751,Round-number amount,,Statistical Outlier
TXN-002002,2025-10-16,14:44,Thursday,Finance,Vendor_023,Software,2500.0,60000,Approver_15,INV-104769,Round-number amount,,Statistical Outlier
TXN-002011,2025-10-16,15:53,Thursday,HR,Vendor_032,Equipment,10000.0,15000,Approver_03,INV-104776,Round-number amount,,Statistical Outlier
TXN-002181,2025-10-17,15:12,Friday,Sales,Vendor_009,Software,10000.0,20000,Approver_01,INV-104790,Round-number amount,,Statistical Outlier
TXN-000767,2025-10-17,18:29,Friday,Operations,Vendor_008,Supplies,2500.0,30000,Approver_12,INV-104801,Round-number amount,,Statistical Outlier
TXN-004507,2025-10-20,16:02,Monday,Marketing,Vendor_015,Travel,7500.0,25000,Approver_03,INV-104823,Round-number amount,,Statistical Outlier
TXN-005051,2025-10-20,10:11,Monday,Operations,Vendor_012,Travel,5000.0,30000,Approver_08,INV-104825,Round-number amount,,Statistical Outlier
TXN-001381,2025-10-21,14:01,Tuesday,Finance,Vendor_029,Misc,15000.0,60000,Approver_09,INV-104833,Round-number amount,,Statistical Outlier
TXN-002583,2025-10-21,10:49,Tuesday,Finance,Vendor_012,Misc,7500.0,60000,Approver_09,INV-104841,Round-number amount,,Statistical Outlier
TXN-000225,2025-10-22,13:00,Wednesday,Sales,Vendor_057,Misc,15000.0,20000,Approver_12,INV-104859,Round-number amount,,Statistical Outlier
TXN-003447,2025-10-22,09:43,Wednesday,IT,Vendor_033,Travel,15000.0,40000,Approver_08,INV-104863,Round-number amount,,Statistical Outlier
TXN-004653,2025-10-23,14:00,Thursday,Marketing,Vendor_059,Travel,20000.0,25000,Approver_03,INV-104876,Round-number amount,,Statistical Outlier
TXN-005346,2025-10-24,09:31,Friday,Sales,Vendor_022,Travel,2500.0,20000,Approver_15,INV-104899,Round-number amount,,Statistical Outlier
TXN-005132,2025-10-27,15:49,Monday,Procurement,Vendor_060,Supplies,1000.0,50000,Approver_08,INV-104931,Round-number amount,,Statistical Outlier
TXN-004411,2025-10-27,14:12,Monday,HR,Vendor_025,Software,10000.0,15000,Approver_01,INV-104936,Round-number amount,,Statistical Outlier
TXN-005448,2025-10-28,15:28,Tuesday,IT,Vendor_050,Software,15000.0,40000,Approver_02,INV-104956,Round-number amount,,Statistical Outlier
TXN-001273,2025-10-29,18:37,Wednesday,IT,Vendor_052,Utilities,7500.0,40000,Approver_02,INV-104973,Round-number amount,,Statistical Outlier
TXN-000556,2025-10-29,14:23,Wednesday,Finance,Vendor_058,Equipment,2500.0,60000,Approver_06,INV-104976,Round-number amount,,Statistical Outlier
TXN-000122,2025-10-29,15:12,Wednesday,Sales,Vendor_053,Consulting,7500.0,20000,Approver_13,INV-104978,Round-number amount,,Statistical Outlier
TXN-005642,2025-10-29,13:08,Wednesday,HR,Vendor_041,Equipment,2500.0,15000,Approver_13,INV-104989,Round-number amount,,Statistical Outlier
TXN-004322,2025-11-04,09:33,Tuesday,IT,Vendor_037,Software,15000.0,40000,Approver_13,INV-105062,Round-number amount,,Statistical Outlier
TXN-004660,2025-11-05,15:57,Wednesday,Sales,Vendor_051,Utilities,2500.0,20000,,INV-105084,Round-number amount,,Statistical Outlier
TXN-002874,2025-11-06,09:51,Thursday,Marketing,Vendor_007,Utilities,5000.0,25000,Approver_04,INV-105110,Round-number amount,,Statistical Outlier
TXN-002828,2025-11-10,17:11,Monday,Operations,Vendor_048,Consulting,2500.0,30000,Approver_07,INV-105144,Round-number amount,,Statistical Outlier
TXN-000032,2025-11-12,14:56,Wednesday,HR,Vendor_023,Misc,15000.0,15000,Approver_14,INV-105208,Round-number amount,,Statistical Outlier
TXN-004444,2025-11-13,12:31,Thursday,Finance,Vendor_005,Misc,7500.0,60000,Approver_05,INV-105216,Round-number amount,,Statistical Outlier
TXN-004810,2025-11-13,15:37,Thursday,Sales,Vendor_053,Consulting,20000.0,20000,Approver_10,INV-105228,Round-number amount,,Statistical Outlier
TXN-002509,2025-11-17,11:31,Monday,IT,Vendor_016,Travel,7500.0,40000,Approver_02,INV-105264,Round-number amount,,Statistical Outlier
TXN-003944,2025-11-19,13:40,Wednesday,Sales,Vendor_011,Equipment,10000.0,20000,Approver_15,INV-105307,Round-number amount,,Statistical Outlier
TXN-001126,2025-11-21,11:09,Friday,HR,Vendor_035,Supplies,10000.0,15000,Approver_07,INV-105360,Round-number amount,,Statistical Outlier
TXN-005513,2025-11-24,09:34,Monday,Procurement,Vendor_015,Travel,2500.0,50000,Approver_14,INV-105371,Round-number amount,,Statistical Outlier
TXN-003048,2025-11-24,11:27,Monday,Operations,Vendor_041,Travel,20000.0,30000,Approver_13,INV-105383,Round-number amount,,Statistical Outlier
TXN-005310,2025-11-24,09:29,Monday,HR,Vendor_031,Consulting,15000.0,15000,Approver_04,INV-105396,Round-number amount,,Statistical Outlier
TXN-001186,2025-11-25,12:40,Tuesday,Operations,Vendor_049,Misc,20000.0,30000,Approver_07,INV-105399,Round-number amount,,Statistical Outlier
TXN-005483,2025-11-25,14:39,Tuesday,Sales,Vendor_054,Equipment,20000.0,20000,Approver_02,INV-105408,Round-number amount,,Statistical Outlier
TXN-003217,2025-11-26,12:45,Wednesday,Marketing,Vendor_058,Consulting,10000.0,25000,Approver_14,INV-105435,Round-number amount,,Statistical Outlier
TXN-001613,2025-12-01,17:06,Monday,Finance,Vendor_001,Utilities,20000.0,60000,Approver_07,INV-105502,Round-number amount,,Statistical Outlier
TXN-003091,2025-12-04,10:16,Thursday,IT,Vendor_041,Supplies,2500.0,40000,Approver_09,INV-105565,Round-number amount,,Statistical Outlier
TXN-001326,2025-12-05,18:39,Friday,Procurement,Vendor_045,Software,20000.0,50000,Approver_01,INV-105588,Round-number amount,,Statistical Outlier
TXN-005927,2025-12-05,11:03,Friday,Marketing,Vendor_056,Equipment,15000.0,25000,Approver_04,INV-105589,Round-number amount,,Statistical Outlier
TXN-003407,2025-12-09,13:56,Tuesday,Marketing,Vendor_060,Supplies,7500.0,25000,Approver_02,INV-105635,Round-number amount,,Statistical Outlier
TXN-002791,2025-12-10,12:01,Wednesday,IT,Vendor_018,Equipment,7500.0,40000,Approver_10,INV-105681,Round-number amount,,Statistical Outlier
TXN-005910,2025-12-12,15:54,Friday,HR,Vendor_039,Supplies,7500.0,15000,Approver_10,INV-105713,Round-number amount,,Statistical Outlier
TXN-005030,2025-12-12,12:26,Friday,Finance,Vendor_047,Software,2500.0,60000,Approver_15,INV-105720,Round-number amount,,Statistical Outlier
TXN-003600,2025-12-12,17:59,Friday,Operations,Vendor_046,Supplies,1000.0,30000,Approver_01,INV-105727,Round-number amount,,Statistical Outlier
TXN-005645,2025-12-16,09:57,Tuesday,Finance,Vendor_016,Supplies,7500.0,60000,Approver_13,INV-105766,Round-number amount,,Statistical Outlier
TXN-002244,2025-12-16,18:30,Tuesday,Marketing,Vendor_018,Equipment,20000.0,25000,Approver_14,INV-105772,Round-number amount,,Statistical Outlier
TXN-001062,2025-12-22,10:37,Monday,Procurement,Vendor_048,Equipment,1000.0,50000,Approver_10,INV-105857,Round-number amount,,Statistical Outlier
TXN-001935,2025-12-25,11:46,Thursday,Finance,Vendor_054,Consulting,2500.0,60000,Approver_13,INV-105914,Round-number amount,,Statistical Outlier
TXN-001012,2025-12-29,14:03,Monday,Finance,Vendor_036,Software,7500.0,60000,Approver_01,INV-105972,Round-number amount,,Statistical Outlier
TXN-001170-D,2025-02-24,11:13,Monday,Operations,Vendor_038,Utilities,15000.0,30000,Approver_06,INV-100867,Round-number amount,,Statistical Outlier
TXN-002113-D,2025-06-12,12:06,Thursday,HR,Vendor_034,Consulting,5000.0,15000,Approver_01,INV-102711,Round-number amount,,Statistical Outlier
TXN-005475,2025-01-01,13:04,Wednesday,Marketing,Vendor_024,Misc,41.03,25000,Approver_04,INV-100008,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-000061,2025-01-01,18:12,Wednesday,Finance,Vendor_008,Misc,75.55,60000,Approver_02,INV-100017,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-000829,2025-01-02,14:07,Thursday,HR,Vendor_030,Software,40.2,15000,Approver_07,INV-100028,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-003471,2025-01-02,12:58,Thursday,IT,Vendor_057,Supplies,4009.3,40000,Approver_01,INV-100031,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-001099,2025-01-03,16:36,Friday,IT,Vendor_003,Utilities,4023.58,40000,Approver_05,INV-100046,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-005060,2025-01-03,14:14,Friday,Sales,Vendor_024,Equipment,70.96,20000,Approver_02,INV-100051,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-004206,2025-01-06,11:00,Monday,Procurement,Vendor_046,Equipment,49.85,50000,Approver_07,INV-100059,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-000706,2025-01-06,10:39,Monday,Sales,Vendor_032,Equipment,7500.0,20000,Approver_01,INV-100074,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-003646,2025-01-06,12:47,Monday,IT,Vendor_020,Misc,77.51,40000,Approver_04,INV-100082,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-000228,2025-01-07,09:14,Tuesday,Marketing,Vendor_021,Supplies,46.11,25000,Approver_15,INV-100085,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-002750,2025-01-07,18:47,Tuesday,IT,Vendor_003,Travel,4074.07,40000,Approver_08,INV-100109,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-001052,2025-01-08,15:26,Wednesday,Procurement,Vendor_027,Utilities,41.33,50000,Approver_05,INV-100118,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-003808,2025-01-08,10:26,Wednesday,Finance,Vendor_011,Travel,753.46,60000,Approver_12,INV-100127,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-000067,2025-01-08,10:03,Wednesday,IT,Vendor_058,Consulting,788.48,40000,Approver_13,INV-100129,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-001262,2025-01-08,11:18,Wednesday,Marketing,Vendor_044,Misc,46.48,25000,Approver_09,INV-100132,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-005557,2025-01-08,11:09,Wednesday,Procurement,Vendor_005,Utilities,40.82,50000,Approver_05,INV-100136,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-000141,2025-01-09,10:56,Thursday,Operations,Vendor_011,Equipment,44.82,30000,Approver_02,INV-100154,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-000176,2025-01-10,10:56,Friday,Procurement,Vendor_004,Supplies,7943.71,50000,Approver_10,INV-100156,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-001501,2025-01-10,14:55,Friday,HR,Vendor_004,Utilities,7630.44,15000,Approver_06,INV-100171,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-003564,2025-01-10,10:11,Friday,Marketing,Vendor_005,Supplies,4441.87,25000,Approver_11,INV-100172,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-004865,2025-01-13,15:46,Monday,Procurement,Vendor_017,Software,48397.15,50000,Approver_04,INV-100193,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-004054,2025-01-13,14:19,Monday,HR,Vendor_058,Equipment,7133.84,15000,Approver_09,INV-100197,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-002761,2025-01-13,16:39,Monday,Marketing,Vendor_056,Software,4020.64,25000,Approver_06,INV-100206,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-002217,2025-01-13,09:33,Monday,Marketing,Vendor_040,Supplies,489.19,25000,Approver_04,INV-100208,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-000073,2025-01-13,14:03,Monday,Operations,Vendor_034,Misc,445.47,30000,Approver_04,INV-100209,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-000071,2025-01-14,10:50,Tuesday,Marketing,Vendor_018,Supplies,7856.1,25000,Approver_15,INV-100213,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-004474,2025-01-14,13:29,Tuesday,IT,Vendor_060,Travel,701.6,40000,Approver_08,INV-100214,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-001000,2025-01-14,16:07,Tuesday,Finance,Vendor_012,Misc,445.74,60000,Approver_03,INV-100218,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-004720,2025-01-15,16:09,Wednesday,Finance,Vendor_035,Misc,739.18,60000,Approver_14,INV-100242,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-004727,2025-01-15,15:19,Wednesday,IT,Vendor_021,Travel,4540.03,40000,Approver_10,INV-100247,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-005378,2025-01-15,17:51,Wednesday,Marketing,Vendor_033,Supplies,7317.68,25000,Approver_03,INV-100251,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-000301,2025-01-16,12:37,Thursday,Marketing,Vendor_045,Supplies,758.85,25000,Approver_13,INV-100252,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-001067,2025-01-16,10:59,Thursday,Finance,Vendor_031,Supplies,47.12,60000,Approver_11,INV-100253,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-003302,2025-01-16,08:12,Thursday,Finance,Vendor_050,Consulting,72.0,60000,Approver_13,INV-100257,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-001110,2025-01-16,12:01,Thursday,Operations,Vendor_036,Utilities,785.98,30000,Approver_10,INV-100261,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-003815,2025-01-16,16:05,Thursday,IT,Vendor_050,Consulting,494.38,40000,Approver_01,INV-100263,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-004333,2025-01-16,16:20,Thursday,IT,Vendor_017,Software,428.38,40000,Approver_05,INV-100264,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-000683,2025-01-16,14:11,Thursday,IT,Vendor_006,Consulting,470.29,40000,Approver_01,INV-100265,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-000354,2025-01-16,09:47,Thursday,IT,Vendor_013,Utilities,767.3,40000,Approver_04,INV-100269,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-005593,2025-01-16,17:52,Thursday,IT,Vendor_021,Travel,480.49,40000,Approver_11,INV-100273,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-005386,2025-01-17,16:34,Friday,Procurement,Vendor_002,Supplies,49361.69,50000,Approver_14,INV-100279,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-000826,2025-01-17,14:29,Friday,Sales,Vendor_046,Travel,41.65,20000,Approver_03,INV-100285,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-004355,2025-01-17,15:44,Friday,IT,Vendor_041,Travel,45.3,40000,Approver_04,INV-100286,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-003301,2025-01-20,12:51,Monday,Procurement,Vendor_032,Travel,41.86,50000,Approver_03,INV-100297,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-004662,2025-01-20,16:48,Monday,IT,Vendor_058,Misc,732.58,40000,Approver_03,INV-100303,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-001524,2025-01-21,17:02,Tuesday,Marketing,Vendor_046,Equipment,45.33,25000,Approver_04,INV-100318,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-001424,2025-01-21,10:08,Tuesday,Operations,Vendor_042,Software,4394.24,30000,Approver_08,INV-100333,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-002488,2025-01-22,10:24,Wednesday,Finance,Vendor_017,Misc,402.31,60000,Approver_06,INV-100345,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-001354,2025-01-22,11:53,Wednesday,Finance,Vendor_057,Travel,4786.14,60000,Approver_10,INV-100349,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-000232,2025-01-22,16:01,Wednesday,Marketing,Vendor_024,Misc,72.78,25000,Approver_07,INV-100352,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-004457,2025-01-22,15:24,Wednesday,Sales,Vendor_040,Equipment,431.37,20000,Approver_02,INV-100353,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
TXN-001369,2025-01-22,11:09,Wednesday,Marketing,Vendor_010,Equipment,75.64,25000,Approver_11,INV-100354,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-005456,2025-01-22,10:12,Wednesday,Procurement,Vendor_037,Equipment,7183.63,50000,Approver_11,INV-100361,Benford's Law outlier (over-represented leading digit),7.0,Statistical Outlier
TXN-001837,2025-01-23,16:51,Thursday,IT,Vendor_053,Consulting,4011.38,40000,Approver_03,INV-100374,Benford's Law outlier (over-represented leading digit),4.0,Statistical Outlier
