transaction_id,date,posting_time,day_of_week,department,vendor,category,amount,approval_limit,approver,invoice_number
TXN-004624,2025-07-17,13:09,Thursday,HR,Vendor_024,Supplies,904.85,15000,,INV-103259
TXN-000222,2025-07-17,18:59,Thursday,Sales,Vendor_010,Supplies,373.14,20000,Approver_09,INV-103260
TXN-001780,2025-07-17,10:10,Thursday,Operations,Vendor_015,Supplies,5555.06,30000,Approver_06,INV-103261
TXN-003315,2025-07-17,15:15,Thursday,IT,Vendor_029,Equipment,193.42,40000,Approver_07,INV-103262
TXN-000598,2025-07-17,18:18,Thursday,Marketing,Vendor_003,Travel,10000.0,25000,Approver_03,INV-103263
TXN-005352,2025-07-17,10:24,Thursday,IT,Vendor_007,Travel,80.04,40000,Approver_12,INV-103264
TXN-001649,2025-07-17,18:06,Thursday,Sales,Vendor_060,Software,2459.42,20000,Approver_02,INV-103265
TXN-003778,2025-07-17,14:39,Thursday,Sales,Vendor_034,Utilities,1224.0,20000,Approver_08,INV-103266
TXN-004835,2025-07-17,11:02,Thursday,Finance,Vendor_060,Utilities,112.79,60000,Approver_15,INV-103267
TXN-005794,2025-07-17,12:50,Thursday,IT,Vendor_060,Equipment,8768.91,40000,Approver_15,INV-103268
TXN-002221,2025-07-17,14:15,Thursday,Finance,Vendor_017,Utilities,13.09,60000,Approver_01,INV-103269
TXN-002447,2025-07-17,16:15,Thursday,Procurement,Vendor_050,Travel,158.28,50000,Approver_04,INV-103270
TXN-001263,2025-07-17,14:52,Thursday,Operations,Vendor_005,Utilities,307.65,30000,Approver_04,INV-103267
TXN-000580,2025-07-17,13:10,Thursday,HR,Vendor_045,Travel,8794.45,15000,Approver_05,INV-103272
TXN-002739,2025-07-17,12:43,Thursday,Procurement,Vendor_028,Supplies,405.87,50000,Approver_08,INV-103273
TXN-001955,2025-07-17,14:06,Thursday,Procurement,Vendor_025,Supplies,44787.05,50000,Approver_01,INV-103274
TXN-005969,2025-07-17,18:06,Thursday,Procurement,Vendor_041,Travel,12.84,50000,Approver_01,INV-103275
TXN-002881,2025-07-17,16:05,Thursday,Finance,Vendor_027,Travel,278.22,60000,Approver_12,INV-103276
TXN-002858,2025-07-18,16:15,Friday,Sales,Vendor_038,Consulting,57.13,20000,Approver_02,INV-103277
TXN-005285,2025-07-18,09:53,Friday,IT,Vendor_056,Consulting,120.57,40000,Approver_01,INV-103278
TXN-005970,2025-07-18,17:25,Friday,HR,Vendor_027,Equipment,-4232.33,15000,Approver_05,INV-103279
TXN-000697,2025-07-18,12:33,Friday,Operations,Vendor_018,Utilities,183.09,30000,Approver_10,INV-103280
TXN-000784,2025-07-18,10:41,Friday,Finance,Vendor_029,Misc,115.0,60000,Approver_06,INV-103281
TXN-002279,2025-07-18,17:34,Friday,IT,Vendor_059,Equipment,1718.29,40000,Approver_03,INV-103282
TXN-005651,2025-07-18,16:21,Friday,HR,Vendor_059,Equipment,386.91,15000,Approver_05,INV-103283
TXN-001610,2025-07-18,10:47,Friday,Procurement,Vendor_007,Consulting,674.97,50000,Approver_07,INV-103284
TXN-003752,2025-07-18,16:19,Friday,Finance,Vendor_059,Utilities,53.07,60000,Approver_05,INV-103285
TXN-005701,2025-07-18,11:42,Friday,Sales,Vendor_049,Travel,2078.33,20000,Approver_02,INV-103286
TXN-003379,2025-07-18,13:58,Friday,Sales,Vendor_004,Travel,1427.55,20000,Approver_08,INV-103287
TXN-002697,2025-07-18,14:13,Friday,Sales,Vendor_016,Travel,256.78,20000,Approver_06,INV-103288
TXN-005524,2025-07-18,08:11,Friday,Operations,Vendor_036,Misc,31.51,30000,Approver_03,INV-103289
TXN-004360,2025-07-18,13:06,Friday,Procurement,Vendor_022,Software,319.55,50000,Approver_04,INV-103290
TXN-002246,2025-07-18,09:22,Friday,IT,Vendor_024,Utilities,24862.16,40000,Approver_12,INV-103291
TXN-000815,2025-07-18,15:23,Friday,Finance,Vendor_001,Software,111.45,60000,Approver_15,INV-103292
TXN-002677,2025-07-18,14:01,Friday,HR,Vendor_038,Equipment,114.8,15000,Approver_10,INV-103293
TXN-001399,2025-07-18,12:11,Friday,IT,Vendor_017,Consulting,143.3,40000,Approver_02,INV-103294
TXN-002266,2025-07-18,16:14,Friday,HR,Vendor_004,Software,13912.84,15000,Approver_10,INV-103295
TXN-002478,2025-07-18,16:50,Friday,Sales,Vendor_033,Consulting,4296.43,20000,Approver_02,INV-103296
TXN-003331,2025-07-18,16:20,Friday,Sales,Vendor_046,Software,18.94,20000,Approver_13,INV-103297
TXN-004489,2025-07-18,16:42,Friday,IT,Vendor_052,Travel,1276.27,40000,Approver_08,INV-103298
TXN-003942,2025-07-18,15:47,Friday,Procurement,Vendor_035,Consulting,711.05,50000,Approver_05,INV-103299
TXN-001578,2025-07-19,01:22,Saturday,Procurement,Vendor_007,Misc,57.8,50000,Approver_09,INV-103300
TXN-005191,2025-07-19,13:19,Saturday,IT,Vendor_018,Utilities,245.52,40000,Approver_09,INV-103301
TXN-000104,2025-07-21,14:58,Monday,Procurement,Vendor_009,Supplies,6307.47,50000,Approver_03,INV-103302
TXN-005396,2025-07-21,12:55,Monday,IT,Vendor_040,Consulting,6321.99,40000,Approver_15,INV-103297
TXN-000757,2025-07-21,11:03,Monday,IT,Vendor_002,Travel,5114.45,40000,Approver_13,INV-103304
TXN-002826,2025-07-21,14:10,Monday,Sales,Vendor_055,Equipment,416.74,20000,Approver_01,INV-103299
TXN-005119,2025-07-21,15:32,Monday,Marketing,Vendor_026,Equipment,15000.0,25000,Approver_05,INV-103306
TXN-002818,2025-07-21,14:00,Monday,Marketing,Vendor_054,Consulting,3559.28,25000,Approver_02,INV-103307
TXN-002339,2025-07-21,11:58,Monday,HR,Vendor_031,Misc,216.21,15000,Approver_09,INV-103308
TXN-000344,2025-07-21,10:05,Monday,HR,Vendor_041,Travel,952.7,15000,Approver_02,INV-103309
TXN-000007,2025-07-21,17:13,Monday,Marketing,Vendor_040,Equipment,2121.0,25000,Approver_12,INV-103310
TXN-002655,2025-07-21,18:30,Monday,Sales,Vendor_053,Misc,820.19,20000,Approver_06,INV-103311
TXN-001741,2025-07-21,17:29,Monday,Procurement,Vendor_057,Supplies,12.69,50000,Approver_15,INV-103312
TXN-000414,2025-07-21,16:52,Monday,Operations,Vendor_047,Travel,10.84,30000,Approver_04,INV-103313
TXN-004545,2025-07-21,14:53,Monday,Marketing,Vendor_025,Software,562.03,25000,Approver_13,INV-103314
TXN-005820,2025-07-21,14:01,Monday,Sales,Vendor_041,Consulting,40461.06,20000,Approver_04,INV-103315
TXN-002969,2025-07-21,10:13,Monday,IT,Vendor_004,Consulting,3575.1,40000,Approver_07,INV-103316
TXN-000440,2025-07-21,14:47,Monday,Marketing,Vendor_004,Misc,3625.81,25000,Approver_11,INV-103317
TXN-003116,2025-07-21,12:50,Monday,Sales,Vendor_057,Travel,790.64,20000,Approver_12,INV-103318
TXN-003428,2025-07-21,16:40,Monday,Marketing,Vendor_031,Travel,-3934.95,25000,Approver_09,INV-103319
TXN-001808,2025-07-21,12:32,Monday,Finance,Vendor_032,Travel,471.66,60000,Approver_06,INV-103320
TXN-001365,2025-07-21,17:25,Monday,IT,Vendor_002,Consulting,2551.9,40000,Approver_01,INV-103321
TXN-005590,2025-07-21,15:23,Monday,Finance,Vendor_017,Consulting,2397.77,60000,Approver_15,INV-103322
TXN-002993,2025-07-21,11:18,Monday,Marketing,Vendor_007,Software,2597.4,25000,Approver_04,INV-103323
TXN-004257,2025-07-21,15:40,Monday,Marketing,Vendor_036,Equipment,5258.57,25000,Approver_04,INV-103324
TXN-003439,2025-07-21,15:25,Monday,Sales,Vendor_024,Supplies,1790.36,20000,Approver_05,INV-103325
TXN-001875,2025-07-21,14:37,Monday,HR,Vendor_060,Equipment,259.33,15000,Approver_03,INV-103326
TXN-005614,2025-07-21,17:45,Monday,IT,Vendor_053,Supplies,6529.85,40000,Approver_07,INV-103327
TXN-005582,2025-07-21,15:14,Monday,Finance,Vendor_054,Software,296.98,60000,Approver_13,INV-103328
TXN-004859,2025-07-21,16:21,Monday,Finance,Vendor_033,Supplies,693.46,60000,Approver_08,INV-103329
TXN-002123,2025-07-22,12:46,Tuesday,Marketing,Vendor_022,Consulting,74.48,25000,Approver_11,INV-103330
TXN-002087,2025-07-22,11:29,Tuesday,Finance,Vendor_021,Software,293.89,60000,Approver_13,INV-103331
TXN-000550,2025-07-22,09:36,Tuesday,Sales,Vendor_056,Travel,122.2,20000,Approver_08,INV-103332
TXN-002162,2025-07-22,09:39,Tuesday,HR,Vendor_008,Consulting,285.34,15000,Approver_14,INV-103333
TXN-001891,2025-07-22,12:41,Tuesday,Sales,Vendor_051,Consulting,62.32,20000,Approver_06,INV-103334
TXN-005467,2025-07-22,14:46,Tuesday,Procurement,Vendor_039,Supplies,48618.01,50000,Approver_13,INV-103335
TXN-000282,2025-07-22,17:50,Tuesday,Sales,Vendor_047,Misc,733.8,20000,Approver_02,INV-103336
TXN-003859,2025-07-22,09:25,Tuesday,Operations,Vendor_053,Supplies,87.97,30000,Approver_07,INV-103337
TXN-003450,2025-07-22,14:17,Tuesday,Operations,Vendor_008,Software,747.37,30000,Approver_08,INV-103338
TXN-005478,2025-07-22,12:37,Tuesday,Finance,Vendor_052,Supplies,15000.0,60000,Approver_14,INV-103339
TXN-001995,2025-07-22,14:19,Tuesday,Procurement,Vendor_016,Software,3490.87,50000,Approver_05,INV-103335
TXN-003967,2025-07-22,12:34,Tuesday,HR,Vendor_018,Equipment,9821.7,15000,Approver_13,INV-103341
TXN-001849,2025-07-22,11:53,Tuesday,Procurement,Vendor_026,Equipment,10.08,50000,Approver_03,INV-103342
TXN-005160,2025-07-22,09:00,Tuesday,Marketing,Vendor_022,Equipment,656.3,25000,Approver_12,INV-103343
TXN-004964,2025-07-22,09:08,Tuesday,Finance,Vendor_056,Software,2467.01,60000,Approver_05,INV-103344
TXN-002710,2025-07-22,14:13,Tuesday,Sales,Vendor_053,Software,2684.33,20000,Approver_03,INV-103345
TXN-003314,2025-07-22,14:45,Tuesday,Finance,Vendor_016,Equipment,146.84,60000,,INV-103346
TXN-004787,2025-07-22,10:34,Tuesday,HR,Vendor_010,Software,318.79,15000,Approver_03,INV-103347
TXN-000019,2025-07-22,12:16,Tuesday,Operations,Vendor_048,Travel,2332.29,30000,Approver_06,INV-103348
TXN-003243,2025-07-22,12:47,Tuesday,Operations,Vendor_046,Software,317.28,30000,Approver_01,INV-103349
TXN-005124,2025-07-22,16:59,Tuesday,Finance,Vendor_045,Utilities,56.35,60000,Approver_12,INV-103350
TXN-002384,2025-07-22,12:03,Tuesday,Sales,Vendor_003,Travel,10.48,20000,Approver_12,INV-103351
TXN-001221,2025-07-22,15:30,Tuesday,Sales,Vendor_051,Software,1591.11,20000,Approver_02,INV-103352
TXN-000812,2025-07-22,10:16,Tuesday,IT,Vendor_060,Equipment,81706.12,40000,Approver_14,INV-103353
TXN-003228,2025-07-23,14:38,Wednesday,Sales,Vendor_027,Supplies,19797.95,20000,Approver_13,INV-103354
TXN-001659,2025-07-23,15:46,Wednesday,Sales,Vendor_032,Supplies,185.94,20000,Approver_07,INV-103355
TXN-001226,2025-07-23,10:16,Wednesday,Procurement,Vendor_014,Supplies,655.79,50000,Approver_02,INV-103356
TXN-005268,2025-07-23,14:01,Wednesday,Marketing,Vendor_040,Utilities,180.1,25000,Approver_15,INV-103357
TXN-000578,2025-07-23,10:39,Wednesday,Marketing,Vendor_010,Software,6339.26,25000,Approver_13,INV-103358
TXN-005251,2025-07-23,15:13,Wednesday,Sales,Vendor_020,Software,1486.34,20000,Approver_08,INV-103359
TXN-005393,2025-07-23,09:06,Wednesday,Procurement,Vendor_004,Equipment,19.32,50000,Approver_03,INV-103360
TXN-000752,2025-07-23,15:29,Wednesday,Marketing,Vendor_058,Supplies,303.59,25000,Approver_01,INV-103361
TXN-003906,2025-07-23,18:06,Wednesday,Finance,Vendor_060,Software,631.52,60000,Approver_05,INV-103362
TXN-002593,2025-07-23,17:01,Wednesday,HR,Vendor_031,Travel,3312.91,15000,Approver_03,INV-103363
TXN-001251,2025-07-23,09:45,Wednesday,HR,Vendor_051,Misc,34.41,15000,Approver_14,INV-103364
TXN-002873,2025-07-23,11:59,Wednesday,HR,Vendor_052,Consulting,33.83,15000,Approver_12,INV-103365
TXN-001815,2025-07-23,09:27,Wednesday,Sales,Vendor_059,Consulting,12.16,20000,Approver_11,INV-103366
TXN-003790,2025-07-23,16:45,Wednesday,HR,Vendor_028,Equipment,459.42,15000,Approver_06,INV-103367
TXN-002607,2025-07-23,18:06,Wednesday,HR,Vendor_050,Misc,532.21,15000,Approver_13,INV-103368
TXN-003254,2025-07-23,12:57,Wednesday,Sales,Vendor_007,Travel,1969.05,20000,Approver_09,INV-103369
TXN-000719,2025-07-23,11:26,Wednesday,Marketing,Vendor_029,Supplies,275.81,25000,Approver_01,INV-103370
TXN-001629,2025-07-23,11:13,Wednesday,Finance,Vendor_043,Travel,22570.87,60000,Approver_15,INV-103371
TXN-001411,2025-07-23,10:01,Wednesday,Sales,Vendor_051,Supplies,960.47,20000,Approver_13,INV-103372
TXN-005529,2025-07-24,17:04,Thursday,HR,Vendor_030,Utilities,-4965.56,15000,Approver_10,INV-103373
TXN-002406,2025-07-24,18:07,Thursday,Sales,Vendor_031,Utilities,17.09,20000,,INV-103374
TXN-005256,2025-07-24,12:03,Thursday,Operations,Vendor_004,Software,20.65,30000,Approver_07,INV-103375
TXN-003381,2025-07-24,17:18,Thursday,Sales,Vendor_036,Equipment,287.93,20000,Approver_13,INV-103376
TXN-002734,2025-07-24,13:29,Thursday,Procurement,Vendor_034,Software,3487.11,50000,Approver_11,INV-103377
TXN-005436,2025-07-24,17:44,Thursday,Sales,Vendor_037,Consulting,30.6,20000,Approver_11,INV-103378
TXN-003865,2025-07-24,11:52,Thursday,Operations,Vendor_044,Supplies,154.75,30000,Approver_07,INV-103379
TXN-001713,2025-07-24,12:18,Thursday,Marketing,Vendor_039,Misc,611.1,25000,Approver_04,INV-103380
TXN-000817,2025-07-24,11:30,Thursday,Finance,Vendor_058,Equipment,15.54,60000,Approver_14,INV-103381
TXN-005494,2025-07-24,09:31,Thursday,Operations,Vendor_028,Misc,1215.15,30000,Approver_06,INV-103382
TXN-005696,2025-07-24,08:03,Thursday,Operations,Vendor_030,Utilities,150.91,30000,Approver_12,INV-103383
TXN-004981,2025-07-24,12:22,Thursday,Finance,Vendor_018,Utilities,15014.07,60000,Approver_05,INV-103384
TXN-001477,2025-07-24,17:34,Thursday,Operations,Vendor_029,Consulting,99460.43,30000,Approver_08,INV-103385
TXN-004055,2025-07-24,17:17,Thursday,HR,Vendor_011,Supplies,38.42,15000,Approver_10,INV-103386
TXN-001348,2025-07-24,11:39,Thursday,Operations,Vendor_034,Consulting,9848.56,30000,Approver_14,INV-103387
TXN-001101,2025-07-24,17:11,Thursday,Sales,Vendor_038,Software,127.79,20000,Approver_12,INV-103388
TXN-001689,2025-07-24,12:29,Thursday,Sales,Vendor_047,Equipment,60.8,20000,Approver_05,INV-103389
TXN-001968,2025-07-25,10:43,Friday,Finance,Vendor_046,Consulting,57.15,60000,Approver_01,INV-103390
TXN-002399,2025-07-25,15:01,Friday,HR,Vendor_029,Equipment,43.03,15000,Approver_05,INV-103391
TXN-002519,2025-07-25,11:33,Friday,HR,Vendor_058,Equipment,13701.25,15000,Approver_10,INV-103392
TXN-001658,2025-07-25,10:42,Friday,Finance,Vendor_019,Utilities,47.38,60000,Approver_07,INV-103393
TXN-003656,2025-07-25,11:29,Friday,Marketing,Vendor_043,Equipment,963.96,25000,Approver_05,INV-103394
TXN-002485,2025-07-25,11:02,Friday,IT,Vendor_005,Consulting,626.86,40000,Approver_04,INV-103395
TXN-001252,2025-07-25,09:23,Friday,Operations,Vendor_011,Consulting,2302.39,30000,Approver_15,INV-103396
TXN-000190,2025-07-25,18:09,Friday,IT,Vendor_001,Utilities,1356.83,40000,Approver_04,INV-103397
TXN-002420,2025-07-25,10:48,Friday,HR,Vendor_002,Utilities,117.02,15000,Approver_13,INV-103398
TXN-000331,2025-07-25,10:47,Friday,IT,Vendor_054,Equipment,64075.72,40000,Approver_08,INV-103399
TXN-002546,2025-07-25,12:34,Friday,HR,Vendor_038,Supplies,170.28,15000,Approver_10,INV-103400
TXN-001139,2025-07-25,08:16,Friday,Finance,Vendor_032,Software,571.87,60000,Approver_08,INV-103401
TXN-000737,2025-07-25,11:16,Friday,IT,Vendor_025,Supplies,56.88,40000,Approver_05,INV-103402
TXN-001595,2025-07-25,12:07,Friday,Procurement,Vendor_054,Software,1312.92,50000,Approver_14,INV-103403
TXN-004085,2025-07-25,10:18,Friday,IT,Vendor_001,Utilities,284.25,40000,Approver_08,INV-103404
TXN-003992,2025-07-25,14:40,Friday,HR,Vendor_052,Misc,531.01,15000,Approver_07,INV-103405
TXN-005711,2025-07-25,08:31,Friday,Operations,Vendor_039,Misc,378.5,30000,Approver_09,INV-103406
TXN-000444,2025-07-25,15:45,Friday,Procurement,Vendor_010,Consulting,48143.16,50000,Approver_04,INV-103407
TXN-005262,2025-07-25,11:33,Friday,Marketing,Vendor_048,Software,7734.41,25000,Approver_09,INV-103408
TXN-003838,2025-07-25,17:26,Friday,Procurement,Vendor_054,Utilities,4742.45,50000,Approver_03,INV-103409
TXN-002776,2025-07-25,13:57,Friday,Procurement,Vendor_018,Utilities,235.38,50000,Approver_05,INV-103410
TXN-005164,2025-07-26,06:11,Saturday,HR,Vendor_010,Supplies,46.16,15000,Approver_03,INV-103411
TXN-000678,2025-07-27,08:09,Sunday,Sales,Vendor_018,Misc,49745.62,20000,Approver_08,INV-103406
TXN-000793,2025-07-28,13:07,Monday,Finance,Vendor_050,Travel,2007.61,60000,Approver_09,INV-103413
TXN-001363,2025-07-28,15:54,Monday,Finance,Vendor_021,Equipment,159.04,60000,Approver_12,INV-103414
TXN-000377,2025-07-28,08:18,Monday,Operations,Vendor_006,Equipment,552.4,30000,Approver_09,INV-103415
TXN-000457,2025-07-28,17:27,Monday,HR,Vendor_024,Software,44.88,15000,Approver_07,INV-103416
TXN-002024,2025-07-28,16:34,Monday,IT,Vendor_001,Equipment,605.33,40000,Approver_07,INV-103417
TXN-000548,2025-07-28,12:50,Monday,Finance,Vendor_032,Misc,19.95,60000,Approver_08,INV-103418
TXN-000365,2025-07-28,12:31,Monday,Procurement,Vendor_034,Travel,1743.96,50000,Approver_12,INV-103419
TXN-005580,2025-07-28,12:16,Monday,Marketing,Vendor_018,Utilities,881.32,25000,,INV-103420
TXN-001065,2025-07-28,11:21,Monday,IT,Vendor_014,Misc,38717.9,40000,Approver_14,INV-103421
TXN-003621,2025-07-28,16:21,Monday,IT,Vendor_047,Travel,37642.07,40000,Approver_01,INV-103422
TXN-005137,2025-07-28,16:22,Monday,HR,Vendor_002,Utilities,14.98,15000,Approver_02,INV-103423
TXN-001707,2025-07-28,17:45,Monday,IT,Vendor_053,Travel,834.84,40000,Approver_05,INV-103424
TXN-004774,2025-07-28,10:21,Monday,HR,Vendor_011,Equipment,10249.45,15000,Approver_13,INV-103425
TXN-002158,2025-07-28,16:36,Monday,Marketing,Vendor_040,Consulting,1413.83,25000,Approver_14,INV-103426
TXN-003991,2025-07-28,16:57,Monday,Finance,Vendor_043,Software,53.79,60000,Approver_07,INV-103427
TXN-002735,2025-07-28,10:10,Monday,Sales,Vendor_025,Software,37851.51,20000,Approver_03,INV-103428
TXN-004958,2025-07-28,13:37,Monday,IT,Vendor_034,Consulting,804.21,40000,Approver_05,INV-103429
TXN-001954,2025-07-28,12:25,Monday,Marketing,Vendor_011,Utilities,5000.0,25000,Approver_06,INV-103430
TXN-002317,2025-07-28,08:15,Monday,Procurement,Vendor_033,Supplies,49305.47,50000,Approver_08,INV-103431
TXN-003502,2025-07-28,16:38,Monday,Procurement,Vendor_021,Travel,272.99,50000,Approver_12,INV-103432
TXN-005508,2025-07-28,14:07,Monday,Operations,Vendor_032,Utilities,142.81,30000,Approver_15,INV-103433
TXN-000870,2025-07-28,17:42,Monday,IT,Vendor_016,Misc,1512.33,40000,Approver_09,INV-103434
TXN-003677,2025-07-28,17:14,Monday,Sales,Vendor_058,Equipment,42.72,20000,Approver_13,INV-103435
TXN-000524,2025-07-28,13:04,Monday,IT,Vendor_048,Equipment,85602.99,40000,Approver_03,INV-103436
TXN-001247,2025-07-29,10:57,Tuesday,HR,Vendor_017,Misc,397.54,15000,Approver_05,INV-103437
TXN-004580,2025-07-29,15:01,Tuesday,Sales,Vendor_021,Travel,77741.13,20000,Approver_04,INV-103438
TXN-003459,2025-07-29,18:21,Tuesday,HR,Vendor_025,Software,36.21,15000,Approver_13,INV-103439
TXN-004554,2025-07-29,13:34,Tuesday,Procurement,Vendor_042,Utilities,609.25,50000,Approver_10,INV-103440
TXN-003338,2025-07-29,14:27,Tuesday,Marketing,Vendor_045,Software,158.48,25000,Approver_05,INV-103441
TXN-002027,2025-07-29,16:32,Tuesday,Marketing,Vendor_023,Software,4468.58,25000,Approver_09,INV-103442
TXN-004641,2025-07-29,09:44,Tuesday,Marketing,Vendor_055,Utilities,72.3,25000,Approver_05,INV-103443
TXN-004699,2025-07-29,09:09,Tuesday,Procurement,Vendor_002,Travel,188.62,50000,Approver_12,INV-103444
TXN-001301,2025-07-29,16:39,Tuesday,Marketing,Vendor_020,Utilities,377.15,25000,Approver_01,INV-103445
TXN-002603,2025-07-29,13:01,Tuesday,IT,Vendor_052,Utilities,68.86,40000,Approver_15,INV-103446
TXN-004636,2025-07-29,13:27,Tuesday,Sales,Vendor_043,Consulting,730.95,20000,Approver_09,INV-103447
TXN-003664,2025-07-29,11:51,Tuesday,Finance,Vendor_027,Travel,104.11,60000,Approver_03,INV-103448
TXN-005357,2025-07-29,10:36,Tuesday,IT,Vendor_016,Software,10.19,40000,Approver_11,INV-103449
TXN-005547,2025-07-29,11:50,Tuesday,Marketing,Vendor_057,Utilities,10000.0,25000,Approver_06,INV-103450
TXN-003020,2025-07-29,15:42,Tuesday,Finance,Vendor_005,Utilities,9068.58,60000,Approver_06,INV-103451
TXN-004328,2025-07-29,11:25,Tuesday,Procurement,Vendor_060,Supplies,318.7,50000,Approver_06,INV-103452
TXN-002757,2025-07-29,12:35,Tuesday,Operations,Vendor_006,Equipment,2391.53,30000,Approver_13,INV-103453
TXN-001855,2025-07-29,09:35,Tuesday,Procurement,Vendor_057,Travel,1859.68,50000,Approver_11,INV-103454
TXN-004224,2025-07-29,11:35,Tuesday,Sales,Vendor_014,Travel,40.13,20000,Approver_10,INV-103455
TXN-000490,2025-07-29,11:33,Tuesday,Operations,Vendor_055,Travel,3586.63,30000,Approver_06,INV-103456
TXN-005688,2025-07-29,11:46,Tuesday,IT,Vendor_018,Software,405.68,40000,Approver_04,INV-103457
TXN-003856,2025-07-29,11:49,Tuesday,IT,Vendor_042,Misc,24.75,40000,Approver_06,INV-103458
TXN-001589,2025-07-30,15:29,Wednesday,Procurement,Vendor_044,Software,63.19,50000,Approver_14,INV-103459
TXN-005301,2025-07-30,18:28,Wednesday,Finance,Vendor_016,Supplies,596.56,60000,Approver_05,INV-103460
TXN-004350,2025-07-30,15:48,Wednesday,Procurement,Vendor_038,Misc,58757.82,50000,Approver_11,INV-103461
TXN-000877,2025-07-30,16:12,Wednesday,Sales,Vendor_042,Consulting,38.14,20000,Approver_12,INV-103462
TXN-004498,2025-07-30,14:48,Wednesday,Procurement,Vendor_005,Supplies,235.82,50000,Approver_13,INV-103463
TXN-004704,2025-07-30,08:08,Wednesday,IT,Vendor_054,Consulting,185.91,40000,Approver_03,INV-103464
TXN-005308,2025-07-30,16:11,Wednesday,Sales,Vendor_056,Travel,101.75,20000,Approver_11,INV-103465
TXN-003191,2025-07-30,16:04,Wednesday,Marketing,Vendor_011,Supplies,1707.23,25000,Approver_14,INV-103466
TXN-003290,2025-07-30,10:12,Wednesday,Operations,Vendor_024,Travel,19.68,30000,Approver_06,INV-103467
TXN-004520,2025-07-30,16:38,Wednesday,Procurement,Vendor_002,Consulting,8157.74,50000,Approver_12,INV-103468
TXN-003504,2025-07-30,11:39,Wednesday,Finance,Vendor_006,Equipment,2505.41,60000,Approver_06,INV-103469
TXN-003097,2025-07-30,16:16,Wednesday,Procurement,Vendor_035,Consulting,13.65,50000,Approver_06,INV-103470
TXN-003653,2025-07-30,14:20,Wednesday,Sales,Vendor_026,Utilities,1937.13,20000,Approver_12,INV-103471
TXN-001833,2025-07-30,13:02,Wednesday,Marketing,Vendor_009,Software,24208.79,25000,Approver_07,INV-103472
TXN-002801,2025-07-30,11:15,Wednesday,Marketing,Vendor_024,Utilities,371.13,25000,Approver_06,INV-103473
TXN-005349,2025-07-30,12:07,Wednesday,Marketing,Vendor_048,Software,512.01,25000,Approver_15,INV-103474
TXN-003463,2025-07-30,11:29,Wednesday,IT,Vendor_036,Consulting,1984.3,40000,Approver_08,INV-103475
TXN-004766,2025-07-30,12:40,Wednesday,IT,Vendor_008,Utilities,204.54,40000,Approver_10,INV-103476
TXN-000692,2025-07-30,15:20,Wednesday,Sales,Vendor_028,Utilities,20.01,20000,Approver_13,INV-103477
TXN-000509,2025-07-30,15:53,Wednesday,HR,Vendor_040,Misc,37335.59,15000,Approver_02,INV-103478
TXN-005738,2025-07-30,15:24,Wednesday,IT,Vendor_001,Travel,8907.93,40000,Approver_05,INV-103479
TXN-000204,2025-07-30,15:27,Wednesday,IT,Vendor_010,Utilities,258.3,40000,Approver_06,INV-103480
TXN-000755,2025-07-30,15:46,Wednesday,Finance,Vendor_054,Equipment,19.55,60000,Approver_05,INV-103481
TXN-002651,2025-07-31,18:25,Thursday,Procurement,Vendor_043,Travel,100.48,50000,Approver_09,INV-103482
TXN-004107,2025-07-31,14:19,Thursday,Operations,Vendor_039,Misc,10000.0,30000,Approver_15,INV-103483
TXN-004059,2025-07-31,16:06,Thursday,IT,Vendor_043,Utilities,313.5,40000,Approver_14,INV-103484
TXN-004147,2025-07-31,12:35,Thursday,Finance,Vendor_030,Supplies,15000.0,60000,Approver_15,INV-103485
TXN-001998,2025-07-31,14:31,Thursday,Finance,Vendor_058,Travel,62.6,60000,Approver_15,INV-103486
TXN-003414,2025-07-31,17:47,Thursday,IT,Vendor_022,Utilities,111.9,40000,Approver_09,INV-103487
TXN-001820,2025-07-31,17:51,Thursday,Procurement,Vendor_031,Utilities,17760.34,50000,Approver_12,INV-103488
TXN-005862,2025-07-31,16:34,Thursday,Sales,Vendor_031,Software,203.13,20000,Approver_14,INV-103489
TXN-005332,2025-07-31,11:35,Thursday,Finance,Vendor_022,Travel,267.23,60000,Approver_02,INV-103490
TXN-005514,2025-07-31,16:42,Thursday,Marketing,Vendor_003,Utilities,265.9,25000,Approver_13,INV-103491
TXN-005528,2025-07-31,11:10,Thursday,Operations,Vendor_006,Supplies,3191.68,30000,Approver_05,INV-103492
TXN-000245,2025-07-31,16:33,Thursday,Procurement,Vendor_060,Travel,20000.0,50000,Approver_06,INV-103493
TXN-001756,2025-07-31,16:34,Thursday,HR,Vendor_040,Supplies,880.0,15000,Approver_15,INV-103494
TXN-003363,2025-07-31,11:44,Thursday,Finance,Vendor_055,Software,13113.91,60000,Approver_11,INV-103495
TXN-003728,2025-07-31,09:33,Thursday,Procurement,Vendor_041,Equipment,85.78,50000,Approver_07,INV-103496
TXN-000726,2025-07-31,11:43,Thursday,Finance,Vendor_018,Equipment,7641.75,60000,Approver_03,INV-103497
TXN-004690,2025-07-31,11:44,Thursday,Marketing,Vendor_016,Utilities,1446.89,25000,Approver_01,INV-103498
TXN-003247,2025-07-31,11:37,Thursday,HR,Vendor_012,Software,282.26,15000,Approver_02,INV-103499
